zone,set,beta,k,M
zone422,5,1.05,0.90933772043936101,-429781815.40631706
zone422,5,2,0.84119038765106113,-350972468.17240083
zone422,5,5,0.68342607028728641,-193427922.54502645
zone422,5,12,0.48462862899150494,-44396633.64964924
zone422,5,30,0.29722663352249551,45804022.438618205
zone422,5,60,0.20510650637470826,72965672.623777598
zone422,5,120,0.15924797026472243,84740186.767430887
zone422,5,250,0.15424862840026018,96970252.478768915
zone4222,5,1.05,0.90866977415959482,-438278855.72102743
zone4222,5,2,0.84001304531348975,-358357723.89239949
zone4222,5,5,0.68103356223057598,-198587472.19242218
zone4222,5,12,0.48056588058633659,-47458422.84047091
zone4222,5,30,0.29114458034210716,43926912.759355694
zone4222,5,60,0.19737493526248381,71246280.434857354
zone4222,5,120,0.14994646345111853,82721411.123600438
zone4222,5,250,0.14559481024008944,94634590.304720819
zone111,6,1.05,0.5169461254721186,18861754.636100926
zone111,6,2,0.51768988724008869,36090973.820262127
zone111,6,5,0.51818183128509232,90498339.621504948
zone111,6,12,0.51837286643933378,217448501.78305912
zone111,6,30,0.51845469134040922,543891622.71309686
zone111,6,60,0.51848196000380442,1087963450.1023722
zone111,6,120,0.51849559315388538,2176107089.5745802
zone111,6,250,0.51850268208064298,4533751633.3637352
zone211,6,1.05,0.5167212946887505,18774912.862820536
zone211,6,2,0.49010960173948326,29345016.78967689
zone211,6,5,0.42973097046246045,48017479.689623043
zone211,6,12,0.38158020179563706,82750284.22066763
zone211,6,30,0.35042638047024538,167309187.06873152
zone211,6,60,0.3375713268049737,306769905.74809641
zone211,6,120,0.33051283410287319,585096235.23847175
zone211,6,250,0.32665062141118689,1187799191.3627129
zone212,6,1.05,0.85250912706322135,119001399.14634401
zone212,6,2,0.77478420176590312,130926564.88841538
zone212,6,5,0.6365456789200481,149964908.46722385
zone212,6,12,0.49238887693460676,164540622.2657226
zone212,6,30,0.34899305641946265,164201705.1246919
zone212,6,60,0.25149196421871522,137975502.69767085
zone212,6,120,0.16044037294497812,59285473.143013425
zone212,6,250,0.018512904439594385,-149483966.65068251
zone221,6,1.05,0.89748906658364669,-267382064.71544462
zone221,6,2,0.82270346530342386,-208919694.08133459
zone221,6,5,0.65795491231256875,-91058533.930242971
zone221,6,12,0.47308975791158525,34356316.9301918
zone221,6,30,0.35246759540424694,166180848.80539313
zone221,6,60,0.36995144744712233,283010076.92260307
zone221,6,120,0.4963964312990386,378057620.65024596
zone221,6,250,0.66858840606230974,234145342.4416545
zone222,6,1.05,0.91240416200071639,-12609819.663992697
zone222,6,2,0.84772408782913278,23378430.987363923
zone222,6,5,0.70143476023937512,91437029.667589381
zone222,6,12,0.52224137592775532,147720396.96441284
zone222,6,30,0.35147516195751932,164668951.92376778
zone222,6,60,0.25240889903241964,140605377.52069214
zone222,6,120,0.16427877134055366,67350359.141793072
zone222,6,250,0.039808770830581215,-139850351.14701051
zone311,6,1.05,0.68998738035415497,115598689.8533958
zone311,6,2,0.57084507849555954,74916271.811242804
zone311,6,5,0.44038722363174548,54529929.897780448
zone311,6,12,0.38229288818286378,83358251.155093879
zone311,6,30,0.36102261969722005,184030544.77139565
zone311,6,60,0.35505933394403061,356054061.71433592
zone311,6,120,0.35235042482327283,701064765.98086715
zone311,6,250,0.35102006883406278,1448969261.7756102
zone312,6,1.05,0.86343345486000445,148834912.42834857
zone312,6,2,0.78401442755034301,148958632.11962852
zone312,6,5,0.63920671843854515,154109419.98757321
zone312,6,12,0.49276715278838107,165648648.53310779
zone312,6,30,0.36098582162191695,183982402.60695559
zone312,6,60,0.28521731169139786,203952856.27391994
zone312,6,120,0.23090110813467099,235356330.74517953
zone312,6,250,0.19358925692596324,295815582.74839342
zone321,6,1.05,0.89860160307114367,-235053877.08272171
zone321,6,2,0.82409460510389387,-187274494.27247366
zone321,6,5,0.65873268323847201,-85861670.024198174
zone321,6,12,0.47328872473583777,35012866.752053007
zone321,6,30,0.36187601413722148,183513543.71361643
zone321,6,60,0.39824156391531212,318396005.96745735
zone321,6,120,0.53939851216863188,408643258.44662601
zone321,6,250,0.69878292789359442,225054531.70095557
zone322,6,1.05,0.91337843292673182,11317994.293321306
zone322,6,2,0.84895155096387753,39590134.815237291
zone322,6,5,0.70213763626446879,95480082.103418604
zone322,6,12,0.52243165448075968,148280083.25857809
zone322,6,30,0.36193841785912767,183606415.71549854
zone322,6,60,0.29363395873878129,201298266.07140091
zone322,6,120,0.27926990100035587,222243815.68392128
zone322,6,250,0.33389494716210599,261004551.01646084
zone411,6,1.05,0.93352027056573117,4977124971.5740776
zone411,6,2,0.77659607102191763,3238368321.3274374
zone411,6,5,0.22271511442687994,-252453693.54279277
zone411,6,12,0.33811906319910096,-9353042.0080859456
zone411,6,30,0.3572641257387672,173371604.71624184
zone411,6,60,0.35492957641148409,355515539.49459076
zone411,6,120,0.3521477377155634,699683180.83139992
zone411,6,250,0.35024674756592761,1439214501.8258107
zone412,6,1.05,0.80135267222139006,518340855.1608609
zone412,6,2,0.55720677968007382,-1383513931.0742741
zone412,6,5,0.58093430681055203,-85361811.942462593
zone412,6,12,0.47096627907210098,100239372.62830466
zone412,6,30,0.3567508403027686,172704212.7684117
zone412,6,60,0.28498347214735259,203281282.8917554
zone412,6,120,0.23037303867444894,233453339.21440339
zone412,6,250,0.19091618165743279,281519922.76393688
zone421,6,1.05,0.89242225397852204,-694795803.02764118
zone421,6,2,0.81460771952776767,-558262078.59649849
zone421,6,5,0.64563812849613511,-293341530.24737614
zone421,6,12,0.46264911747384668,-38943561.817907996
zone421,6,30,0.35848064866053986,172675488.67360801
zone421,6,60,0.39802774346082953,317997678.63819861
zone421,6,120,0.53900989758778206,408258849.29292637
zone421,6,250,0.69787621556842749,225201749.23638794
zone422,6,1.05,0.90796708823062899,-326868698.81531304
zone422,6,2,0.84058092319302891,-236327363.05152148
zone422,6,5,0.69030412545168729,-64350120.060285829
zone422,6,12,0.51225675957046846,86302781.616621777
zone422,6,30,0.3581623239422001,172193114.11751351
zone422,6,60,0.29332236227031472,200664323.35202044
zone422,6,120,0.27823482776404201,220653713.55509853
zone422,6,250,0.32539342914657693,251271583.54038051
zone4222,6,1.05,0.90660026372889635,-345091865.74982882
zone4222,6,2,0.83818297204933823,-252054225.05523121
zone4222,6,5,0.68546170820098995,-75313865.419380873
zone4222,6,12,0.50397397977597502,79501974.187930092
zone4222,6,30,0.34521525491156524,167534016.33441415
zone4222,6,60,0.27597273516657123,196328029.11282468
zone4222,6,120,0.25737136843069996,216685290.69465753
zone4222,6,250,0.33716630205812043,251926549.18743393
zone111,7,1.05,0.50114767071886346,21884126.76513024
zone111,7,2,0.50146104164486205,41758784.627218649
zone111,7,5,0.50166863459621835,104520732.69424331
zone111,7,12,0.50174931755507246,250965211.38578987
zone111,7,30,0.50178388780579897,627536699.41219318
zone111,7,60,0.5017954101349692,1255155838.4957683
zone111,7,120,0.50180117109562328,2510394113.8030615
zone111,7,250,0.50180416674144035,5230077042.0658312
zone211,7,1.05,0.50085653385289775,21810700.168054312
zone211,7,2,0.46448337584522698,31803173.976132374
zone211,7,5,0.37035049499182837,38883337.28625375
zone211,7,12,0.26738377572457966,33631444.259522289
zone211,7,30,0.14517548751291817,-8965627.3106227182
zone211,7,60,0.033683841590938388,-113108879.00104639
zone211,7,120,0.048636367066856902,-260066590.85530069
zone211,7,250,0.056278482925760535,-577325583.73983777
zone212,7,1.05,0.64495258611064699,47929723.162350088
zone212,7,2,0.56697714159298795,58941113.708048187
zone212,7,5,0.43955328230396129,66721118.721529976
zone212,7,12,0.30851238334892017,54258082.547588982
zone212,7,30,0.13887937140126097,-36968597.530359998
zone212,7,60,0.045058781786926176,-136013956.975106
zone212,7,120,0.063173823382962971,-338754389.10013002
zone212,7,250,0.072421223498326345,-775240991.16864204
zone221,7,1.05,0.83411302428399547,-130212988.5176753
zone221,7,2,0.72890578530077677,-78846553.84885326
zone221,7,5,0.53109734665297514,-7061600.2679714598
zone221,7,12,0.34021777941012293,24621098.948519781
zone221,7,30,0.17952487636352737,-5307651.8074448416
zone221,7,60,0.05697956849385135,-110572846.19598052
zone221,7,120,-0.20979937287221589,-525139533.87702268
zone221,7,250,1.1869653047168081,-4989028581.1647873
zone222,7,1.05,0.84103066289622275,-76913329.25008817
zone222,7,2,0.73984815111448454,-31140767.641696401
zone222,7,5,0.54802142663936437,30897872.465229675
zone222,7,12,0.35726143648358727,50638580.465644024
zone222,7,30,0.17732632345355692,-8254294.0995736606
zone222,7,60,0.0014800503624423052,-189677459.45809719
zone222,7,120,-0.48694262193595916,-1018421245.2949419
zone222,7,250,3.4582875940963631,2870802369.5906935
zone311,7,1.05,0.65949109108218451,92131260.27001366
zone311,7,2,0.52700623149907266,60047787.987011164
zone311,7,5,0.37158349401507701,39470850.511710733
zone311,7,12,0.29202921734053311,48478019.112939239
zone311,7,30,0.25915748092641527,92762678.644998908
zone311,7,60,0.24940070998124625,170347616.81607047
zone311,7,120,0.24488292222417643,326502791.02086788
zone311,7,250,0.24264510461110941,665276346.72456932
zone312,7,1.05,0.72084608059379207,101062286.0407225
zone312,7,2,0.6019931044665312,81488238.830927432
zone312,7,5,0.44036317623776794,68082628.361553326
zone312,7,12,0.32784950734786167,71522794.090145692
zone312,7,30,0.25817564866560466,91544387.578567579
zone312,7,60,0.22934884513022166,125342307.79058093
zone312,7,120,0.21330444185821379,192187713.13396612
zone312,7,250,0.20441783718101744,336292175.10728961
zone321,7,1.05,0.83779339799599828,-89902118.634886608
zone321,7,2,0.73225579986772871,-58700709.321006984
zone321,7,5,0.53128592173216027,-6530981.3766410574
zone321,7,12,0.34904746128283209,39171137.590148844
zone321,7,30,0.259157933986291,92762640.719010055
zone321,7,60,0.29175989934545565,169522449.21727991
zone321,7,120,0.41843927250707924,341865110.71191996
zone321,7,250,0.60622959351631722,788545037.56244922
zone322,7,1.05,0.84456386782766735,-39839204.261224888
zone322,7,2,0.74306969103449272,-12553558.63318404
zone322,7,5,0.54820375827207912,31392498.132212207
zone322,7,12,0.36591069451445662,64539244.002723336
zone322,7,30,0.25817657500100516,91544327.764653191
zone322,7,60,0.25667232300357817,126625971.60670833
zone322,7,120,0.33093650884627723,220479691.59000954
zone322,7,250,0.48410630672661403,525129406.2279709
zone411,7,1.05,0.7372082549331137,1565042988.6549058
zone411,7,2,0.32408085444462115,114366114.34997165
zone411,7,5,0.27046521302850646,-43658633.919654079
zone411,7,12,0.28182427907251356,39003452.62241409
zone411,7,30,0.25893165418697173,92433537.441889077
zone411,7,60,0.24572812868546534,161499065.01998922
zone411,7,120,0.2376113959842566,294957028.05494541
zone411,7,250,0.23290337925072377,582170931.17887712
zone412,7,1.05,0.63662245247191529,749757677.53345251
zone412,7,2,0.19437474877008509,-497317600.41782433
zone412,7,5,0.3823465382427213,5093332.5025307387
zone412,7,12,0.31974279135007461,62802273.749706045
zone412,7,30,0.2579451259692499,91210621.446791187
zone412,7,60,0.22502908451229592,115939578.95734756
zone412,7,120,0.20388931203007998,157612424.74610713
zone412,7,250,0.1910150180644157,243398607.34081
zone421,7,1.05,0.82863339705156147,-268257923.93045306
zone421,7,2,0.72025973577618363,-183758536.49933761
zone421,7,5,0.52024926974634,-56434354.814234875
zone421,7,12,0.3452073385120864,30267831.349828195
zone421,7,30,0.25893174316199219,92433530.056717783
zone421,7,60,0.28526116454333206,161359441.62541538
zone421,7,120,0.40058110443155565,317297861.93684435
zone421,7,250,0.58625447236162709,741456513.69679356
zone422,7,1.05,0.83577014829621654,-203781640.38718194
zone422,7,2,0.73153367529733671,-127855589.49644573
zone422,7,5,0.53753250462577951,-15072837.790321516
zone422,7,12,0.36214904338446408,56050131.429791436
zone422,7,30,0.25794694163742687,91210505.485398918
zone422,7,60,0.24961476655338904,117489309.4424129
zone422,7,120,0.30806039543762032,187745026.07262042
zone422,7,250,0.44531550127649422,442416167.4633404
zone4222,7,1.05,0.83193897465317013,-219548374.41361398
zone4222,7,2,0.72523209359966812,-140222392.50727576
zone4222,7,5,0.52647752550941096,-22486817.052954916
zone4222,7,12,0.34635350872493709,51415200.835850611
zone4222,7,30,0.23870795504922418,86913418.881746694
zone4222,7,60,0.23172915833041113,112629704.42903446
zone4222,7,120,0.30971491412089652,188426866.69260201
zone4222,7,250,0.65853282142579639,623597373.74202621
zone111,8,1.05,0.51091504592891701,28681414.823795885
zone111,8,2,0.51342719219564925,55343611.667398222
zone111,8,5,0.51507837640101217,139529969.80148295
zone111,8,12,0.5157173574136048,335959661.71670365
zone111,8,30,0.51599067014822153,841062391.25877392
zone111,8,60,0.51608170305036094,1682899690.3980577
zone111,8,120,0.5161272061369141,3366574070.0802674
zone111,8,250,0.51615086422207856,7014535106.1140661
zone211,8,1.05,0.51069300097112036,28381528.24366758
zone211,8,2,0.48656170008555411,46086450.448112242
zone211,8,5,0.43029924448977636,81247483.617339984
zone211,8,12,0.38620158724865816,149524309.25648066
zone211,8,30,0.358272286169947,316561834.28343189
zone211,8,60,0.34692379815566748,591973913.02869105
zone211,8,120,0.34074267290823534,1141488093.4857397
zone211,8,250,0.33737659613351306,2331327528.8037124
zone212,8,1.05,0.77379525826977924,126915129.02046584
zone212,8,2,0.68476653224637074,143287914.71005353
zone212,8,5,0.54518187140223306,166386291.1059953
zone212,8,12,0.41535295466057559,181511601.1064769
zone212,8,30,0.29912811951827423,170447831.03431073
zone212,8,60,0.22932098267650339,103496878.91115233
zone212,8,120,0.17552144413987958,-112773687.84192626
zone212,8,250,0.13441422356007576,-445229349.94478089
zone221,8,1.05,0.92133181728815217,-475135539.72973841
zone221,8,2,0.86086386259745973,-387851920.88289708
zone221,8,5,0.71695345730427107,-193827115.50723335
zone221,8,12,0.53176294115347289,41013666.240701877
zone221,8,30,0.37634256680648492,306717727.43612409
zone221,8,60,0.35603398149184434,588143192.87296581
zone221,8,120,0.46421262435655408,1105458077.5417495
zone221,8,250,0.70958383753476528,2327423386.6987176
zone222,8,1.05,0.92564594067478989,-260774845.42492121
zone222,8,2,0.86805308564524342,-193919655.62613612
zone222,8,5,0.72871214384886518,-51980998.323950008
zone222,8,12,0.53981025829678531,93088463.982174069
zone222,8,30,0.34485835653445507,171944853.95849699
zone222,8,60,0.23884856673971314,155808698.55504182
zone222,8,120,0.17563887051168814,64596502.334728017
zone222,8,250,0.14745843003446399,-142329355.69882208
zone311,8,1.05,0.56502991214671694,49896931.553203329
zone311,8,2,0.49813823346054958,51555333.207589082
zone311,8,5,0.43045229457730111,81350629.410278454
zone311,8,12,0.39321746829093063,157597706.65678757
zone311,8,30,0.37384270820468496,353641303.1898573
zone311,8,60,0.3667554471785045,679872617.98696077
zone311,8,120,0.36307393487526063,1332044687.3198352
zone311,8,250,0.36112071879876295,2744900313.6883731
zone312,8,1.05,0.78018164922267097,135715448.15399992
zone312,8,2,0.68742013574275795,146650998.26891488
zone312,8,5,0.54525446228036833,167468170.61235556
zone312,8,12,0.42138135125275522,192817921.53735867
zone312,8,30,0.32237118722934621,228980540.1956875
zone312,8,60,0.27156812495471899,271925056.3821665
zone312,8,120,0.23892131628772456,346071761.98309284
zone312,8,250,0.21886688955879172,497367478.44147235
zone321,8,1.05,0.92140728290908736,-470591040.2789064
zone321,8,2,0.86092847250428561,-385775207.51456845
zone321,8,5,0.71695882996945759,-193753687.17238036
zone321,8,12,0.53295048649841359,48941850.810057655
zone321,8,30,0.38640794174464743,345497798.0312959
zone321,8,60,0.38315701461832025,669728828.94284594
zone321,8,120,0.51063837707398629,1235654527.8734045
zone321,8,250,0.74243436640710048,2485203660.9956355
zone322,8,1.05,0.92571774863202194,-256690647.4243421
zone322,8,2,0.86811480214332382,-192039670.32396278
zone322,8,5,0.72871733933973648,-51912968.160710216
zone322,8,12,0.54099258261824723,100847477.00982748
zone322,8,30,0.35569338918985388,215676193.95383883
zone322,8,60,0.27249319746577777,271833358.26045191
zone322,8,120,0.25655829993103763,351969728.44929951
zone322,8,250,0.31705187661095524,615395058.73794031
zone411,8,1.05,0.59551093508422193,88347256.027709171
zone411,8,2,0.5126031746126446,67564081.964032024
zone411,8,5,0.43327407727691669,84544243.95836544
zone411,8,12,0.39336901191143925,157832656.18012282
zone411,8,30,0.37393770298890355,353909050.28688276
zone411,8,60,0.3670771233196663,681477499.53467405
zone411,8,120,0.36356734052473283,1336659382.2434702
zone411,8,250,0.36172040464879962,2756186305.404892
zone412,8,1.05,0.7848642364569357,149317416.98749939
zone412,8,2,0.69096850355821116,154342895.58410683
zone412,8,5,0.5465997706833261,169768392.87078324
zone412,8,12,0.42151199077660273,193042658.09437504
zone412,8,30,0.32250883285174781,229292281.87777936
zone412,8,60,0.27219357838511327,273991581.19087905
zone412,8,120,0.2400967927894018,352436986.40028393
zone412,8,250,0.22049670560835918,513653713.68427348
zone421,8,1.05,0.9214682900051151,-465984615.03934216
zone421,8,2,0.8610183232079297,-382167114.15065539
zone421,8,5,0.71705903898002687,-192065199.52765915
zone421,8,12,0.5329768133886662,49151632.132355489
zone421,8,30,0.38647224402924502,345775822.23844898
zone421,8,60,0.38361289456533648,671188459.64016557
zone421,8,120,0.51165408302282844,1238586783.2268088
zone421,8,250,0.74320350050576833,2489148585.5629215
zone422,8,1.05,0.92577579883886485,-252555879.1472725
zone422,8,2,0.86820062908558515,-188777684.38409576
zone422,8,5,0.72881424375861958,-50351119.918505698
zone422,8,12,0.5410187937611044,101052340.74670431
zone422,8,30,0.35576260826281331,215988853.52882272
zone422,8,60,0.27305867261676003,273902377.15550983
zone422,8,120,0.25832719523406272,358359096.33994508
zone422,8,250,0.32087622353869882,632426590.12989497
zone4222,8,1.05,0.92558162606605654,-255385833.00138772
zone4222,8,2,0.8678459451585997,-191369749.81379032
zone4222,8,5,0.72802589251420236,-52417487.263545908
zone4222,8,12,0.53951128801496007,99565555.469770148
zone4222,8,30,0.35356944625366382,214921779.02803904
zone4222,8,60,0.27262728103712158,273700608.26459426
zone4222,8,120,0.27291759804140592,367915398.5679695
zone4222,8,250,0.49926268630476361,861314109.87991071
zone111,9,1.05,0.49310720482984949,9154126.3388705645
zone111,9,2,0.49310720482984854,17436431.121658206
zone111,9,5,0.49459902238520298,44004114.313049242
zone111,9,12,0.49545639854904416,106179638.65323816
zone111,9,30,0.49582293815086242,266058080.05599746
zone111,9,60,0.4959449973762321,532521755.90310866
zone111,9,120,0.49600600439416881,1065448960.325978
zone111,9,250,0.4960377220931706,2220124489.1081324
zone211,9,1.05,0.49289540305965013,9085358.7908066548
zone211,9,2,0.46731493660204992,14269590.953872463
zone211,9,5,0.41505690801288786,24699324.455009479
zone211,9,12,0.37703416195930806,45699589.150039539
zone211,9,30,0.35433902156463704,97996433.252857745
zone211,9,60,0.34548047151576727,184677959.16833141
zone211,9,120,0.34075188246436133,357857530.98986149
zone211,9,250,0.33820654702897007,732978649.4054333
zone212,9,1.05,0.752023145993579,33866216.331779756
zone212,9,2,0.66236788989499007,39293096.589147046
zone212,9,5,0.53177348012759085,48919941.280084051
zone212,9,12,0.42473066905242185,62876338.859457672
zone212,9,30,0.34642771608626094,91887188.375938326
zone212,9,60,0.31025401822862603,137627215.05542517
zone212,9,120,0.28895822237330704,227939748.11820611
zone212,9,250,0.27676845475603096,422931189.67453098
zone221,9,1.05,0.89377129450580173,-126227921.86095847
zone221,9,2,0.81637107845528678,-99346188.592981488
zone221,9,5,0.64686533506905908,-42536533.123485826
zone221,9,12,0.46108161039675938,22679223.666014008
zone221,9,30,0.35442073442552408,97970069.750199646
zone221,9,60,0.41306253370437396,153710134.99821144
zone221,9,120,0.55605089102896854,126333680.47917442
zone221,9,250,0.55450068940821307,115010010.65796471
zone222,9,1.05,0.90062668382778965,-62957285.506026901
zone222,9,2,0.8277609052501137,-41743190.052805535
zone222,9,5,0.66600840367098657,1894557.1268141612
zone222,9,12,0.48054291248893177,47590553.779761158
zone222,9,30,0.34692023785816523,92100400.327059761
zone222,9,60,0.34367259974738923,127857130.64053839
zone222,9,120,0.47910884403087123,130738885.55353467
zone222,9,250,0.44354004274964975,203680399.21207762
zone311,9,1.05,0.308711753035676,-10823382.959010681
zone311,9,2,0.451327337922733,11758323.135590686
zone311,9,5,0.41402926096050097,24456048.698003188
zone311,9,12,0.36209644836519511,39829045.366892278
zone311,9,30,0.32266403066300448,73455915.703653038
zone311,9,60,0.30494870769354554,127839293.91663736
zone311,9,120,0.29480346596707169,235960927.21299684
zone311,9,250,0.28911390539015713,469865707.87735999
zone312,9,1.05,0.73900780723249182,28582446.30202866
zone312,9,2,0.65848010210800056,37855884.737164259
zone312,9,5,0.53126534515590684,48783343.405241996
zone312,9,12,0.41312571435716477,57437190.020799153
zone312,9,30,0.31089203317338271,66055505.177827261
zone312,9,60,0.254229060280871,74354373.72466591
zone312,9,120,0.21543339932657257,87602242.603444159
zone312,9,250,0.19025270743115055,113954717.2855662
zone321,9,1.05,0.89353272020874386,-129366054.27860758
zone321,9,2,0.81620150966291394,-100547604.22060205
zone321,9,5,0.64679386317752963,-42758014.021719098
zone321,9,12,0.45686075504627593,15995798.538710324
zone321,9,30,0.32620339192986836,72560699.417638406
zone321,9,60,0.33421836054651582,118529579.09421645
zone321,9,120,0.49826570352850896,114825937.62232134
zone321,9,250,0.46979997804261159,194122605.75084594
zone322,9,1.05,0.90039937221654587,-65727480.682189465
zone322,9,2,0.82759866647042779,-42810147.562055044
zone322,9,5,0.66593914263453791,1694093.1798863776
zone322,9,12,0.47633786950305479,41263385.013736591
zone322,9,30,0.31714916609967037,64845460.028597042
zone322,9,60,0.25872070732737601,73568752.872515693
zone322,9,120,0.27216586637721563,77113980.504633546
zone322,9,250,0.33774289984730149,72738930.756034613
zone411,9,1.05,0.88217771973189096,635811630.97783506
zone411,9,2,0.79827505964521128,515351250.93087447
zone411,9,5,0.62155045415564569,297997968.05338711
zone411,9,12,0.44196311896621349,134304682.36782169
zone411,9,30,0.3333096022513955,87438981.847939178
zone411,9,60,0.30511757741365719,128140858.16415994
zone411,9,120,0.29626627156076751,240128709.75185233
zone411,9,250,0.29350051277564354,492760059.69839621
zone412,9,1.05,0.89839480875736888,517425476.72215843
zone412,9,2,0.82468456745592711,432237733.41949803
zone412,9,5,0.66307201539317284,274249245.97467673
zone412,9,12,0.47755781122218321,143494177.27952263
zone412,9,30,0.32296064437210975,80788452.570455745
zone412,9,60,0.2544780973367598,74700307.167806208
zone412,9,120,0.21806427363831235,92614771.774687126
zone412,9,250,0.1992511799399479,142157194.15344813
zone421,9,1.05,0.90907269101456334,342325200.99460948
zone421,9,2,0.84027417290507633,292402629.18642277
zone421,9,5,0.68067902650218604,193825037.60533017
zone421,9,12,0.48499170896609206,108601096.66412549
zone421,9,30,0.33513314822320578,86904084.762286261
zone421,9,60,0.33450936513392526,118769956.32674192
zone421,9,120,0.50000268568405115,115948135.73302044
zone421,9,250,0.47723053821005756,192000853.5628722
zone422,9,1.05,0.91521149024431492,346261096.87002712
zone422,9,2,0.85064023240280917,302422546.5382759
zone422,9,5,0.69879137258906199,213429462.46696579
zone422,9,12,0.50437549632547751,127848221.91661441
zone422,9,30,0.32656410269798486,79946788.342570394
zone422,9,60,0.25903590592904874,73899603.323219463
zone422,9,120,0.2788175831325504,80815069.554154873
zone422,9,250,0.34702419186014583,90422783.540614277
zone4222,9,1.05,0.91293329908790077,357388634.88431227
zone4222,9,2,0.84651026692433007,311434277.23265046
zone4222,9,5,0.68972717800151373,217809365.7027432
zone4222,9,12,0.48671507947919412,126861615.16438301
zone4222,9,30,0.29355139223071958,74071036.68652387
zone4222,9,60,0.20765433134570552,65934696.734266616
zone4222,9,120,0.20217641194902924,77785361.393508971
zone4222,9,250,0.22138761417717934,121668014.78007057
zone111,10,1.05,0.46506449588381366,28226360.461609434
zone111,10,2,0.4650644958838146,53764496.117351286
zone111,10,5,0.46619343909348704,135381390.23480752
zone111,10,12,0.46769804364237377,328019759.44039297
zone111,10,30,0.46834006418385421,823362190.87750947
zone111,10,60,0.46855369830045002,1648929359.8959758
zone111,10,120,0.46866044561921166,3300062369.2074137
zone111,10,250,0.46871593586608201,6877516493.9371586
zone211,10,1.05,0.46482095365018056,27978003.588718794
zone211,10,2,0.43499594723960194,42588186.671197981
zone211,10,5,0.36957926004046554,66474796.078343198
zone211,10,12,0.31888136054370203,110230234.67987971
zone211,10,30,0.28547521977928669,214602013.04055324
zone211,10,60,0.27149369554225516,385890959.05901766
zone211,10,120,0.26375464698146267,727343733.28479326
zone211,10,250,0.25949907571013475,1466504785.4652998
zone212,10,1.05,0.74467077758149436,126569526.64703366
zone212,10,2,0.65178988856401898,143248168.97917572
zone212,10,5,0.51240659964353741,167725694.74068555
zone212,10,12,0.39137655252915987,193373482.75701421
zone212,10,30,0.2920657498249018,226982736.83794594
zone212,10,60,0.23919523218586419,267323658.47782597
zone212,10,120,0.20397276246946083,338685638.72656029
zone212,10,250,0.18159183690243436,486278596.14332825
zone221,10,1.05,0.89223315944690729,-420435051.97625005
zone221,10,2,0.81374138660090789,-331961372.95619231
zone221,10,5,0.64072336481234693,-155328671.88038364
zone221,10,12,0.44347174474828244,27189066.416459866
zone221,10,30,0.29749615472761981,207252871.30216816
zone221,10,60,0.28539937337475041,376073875.90243357
zone221,10,120,0.4210095990971372,538042749.92655432
zone221,10,250,0.3668577040492193,1121437043.78584
zone222,10,1.05,0.89865348202887074,-205828531.34855694
zone222,10,2,0.8245231233167799,-133327389.75073326
zone222,10,5,0.65961190976269735,7223846.5660035182
zone222,10,12,0.46581722124487396,137119922.80533996
zone222,10,30,0.30223465323599236,222999554.64754406
zone222,10,60,0.2416054039535924,269430701.55911762
zone222,10,120,0.26096799956835393,321537241.83957887
zone222,10,250,0.28995325384508586,443699814.20931017
zone311,10,1.05,0.40401653206344795,-3766106.2720476007
zone311,10,2,0.42282078123029132,35146985.199555725
zone311,10,5,0.36918942405885269,66174810.117942646
zone311,10,12,0.31785007913524238,109049445.8745434
zone311,10,30,0.28132650067726556,205875884.96122059
zone311,10,60,0.26538641760031167,363333909.16658688
zone311,10,120,0.25637567909121078,676660472.83036566
zone311,10,250,0.25135891199482929,1354623758.1839082
zone312,10,1.05,0.73942334479515659,117496358.76892528
zone312,10,2,0.64923083690163153,139492506.05944255
zone312,10,5,0.51224664668370368,167618547.67367986
zone312,10,12,0.39070528480862038,192856989.53454077
zone312,10,30,0.28796285854392756,219603751.35038579
zone312,10,60,0.23126493720430108,245847950.24604884
zone312,10,120,0.19209233872374509,287206260.56474322
zone312,10,250,0.16625946082800375,368208065.2506429
zone321,10,1.05,0.89213615083870379,-425094283.21185642
zone321,10,2,0.81363631810400017,-334681833.87413925
zone321,10,5,0.64070340200709697,-155555262.55078346
zone321,10,12,0.44326313467207346,25972255.422167864
zone321,10,30,0.29479095287429607,197946015.69582132
zone321,10,60,0.2763346937961218,356140683.06871825
zone321,10,120,0.41351494211270318,510266876.57324743
zone321,10,250,0.3546362227506572,1076429978.9057062
zone322,10,1.05,0.89856095285201687,-209969744.22950074
zone322,10,2,0.82442261136352624,-135754809.52184835
zone322,10,5,0.65959264098997206,7019158.8247396965
zone322,10,12,0.46561199501227729,135988101.63020518
zone322,10,30,0.29947458945245081,213618739.8148523
zone322,10,60,0.23235150173662319,245410899.94028437
zone322,10,120,0.23103986721118058,274715450.18431902
zone322,10,250,0.27624729377144114,339979344.2670846
zone411,10,1.05,0.78529282307894643,1662771235.5432334
zone411,10,2,0.66703554184231451,1121677540.3833437
zone411,10,5,0.48080046435283336,482391691.47331035
zone411,10,12,0.35015851487644972,216863625.82926521
zone411,10,30,0.28524290778739481,220817239.77016321
zone411,10,60,0.26551090752113349,363981275.42779964
zone411,10,120,0.25668186922485925,679178316.11355472
zone411,10,250,0.25246381372334487,1371105917.4753594
zone412,10,1.05,0.83486996888934617,1127638586.2843432
